Time,reference_time,gps_timestamp,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estLinearAccel:valid,estAngularRateX,estAngularRateY,estAngularRateZ,estAngularRate:valid,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,scaledMagX,scaledMagY,scaledMagZ,estGyroBiasX,estGyroBiasY,estGyroBiasZ,estGyroBias:valid,flagStop
1777416586476547348,1373748000000,  1373.748, 0.000042, 0.000015,-0.009990,-0.000017, 0.000037, 0.000189,-0.089084,-0.025573, 0.046599,1,-0.001549, 0.002986, 0.018639,1, 0.003984, 0.001443,-0.996828,-0.001555, 0.003331, 0.018751, 0.002146,-0.080509,-0.147862,-0.000000, 0.000000, 0.000000,1,0
1777416586486712875,1373938000000,  1425.653, 0.000038, 0.000013,-0.009959,-0.000009, 0.000040, 0.000184,-0.324510,-0.111132, 0.033561,1,-0.001694, 0.003354, 0.018792,1, 0.003853, 0.001383,-0.995872,-0.001139, 0.003522, 0.018423, 0.001657,-0.080312,-0.147563,-0.000000, 0.000001, 0.000000,1,0
1777416586496805701,1373938000000,  1425.653, 0.000038, 0.000013,-0.009959,-0.000009, 0.000040, 0.000184,-0.324510,-0.111132, 0.033561,1,-0.001694, 0.003354, 0.018792,1, 0.003853, 0.001383,-0.995872,-0.001139, 0.003522, 0.018423, 0.001657,-0.080312,-0.147563,-0.000000, 0.000001, 0.000000,1,0
1777416586506463506,1425668000000,  1425.673, 0.000007, 0.000005,-0.009948,-0.000011, 0.000030, 0.000182,-0.349214,-0.114876, 0.037068,1,-0.001340, 0.003132, 0.018437,1, 0.002304, 0.000595,-0.995425,-0.001340, 0.003132, 0.018437, 0.001015,-0.080207,-0.147226,-0.000000, 0.000001, 0.000000,1,0
1777416586516559498,1425668000000,  1425.673, 0.000007, 0.000005,-0.009948,-0.000011, 0.000030, 0.000182,-0.349214,-0.114876, 0.037068,1,-0.001340, 0.003132, 0.018437,1, 0.002304, 0.000595,-0.995425,-0.001340, 0.003132, 0.018437, 0.001015,-0.080207,-0.147226,-0.000000, 0.000001, 0.000000,1,0
1777416586526228822,1425688000000,  1425.693, 0.000021, 0.000017,-0.009956,-0.000011, 0.000036, 0.000181,-0.351695,-0.108476, 0.031142,1,-0.001284, 0.003171, 0.018140,1, 0.002116, 0.001262,-0.996027,-0.001284, 0.003172, 0.018140, 0.001375,-0.080279,-0.147519,-0.000000, 0.000001, 0.000000,1,0
1777416586539275241,1425688000000,  1425.693, 0.000021, 0.000017,-0.009956,-0.000011, 0.000036, 0.000181,-0.351695,-0.108476, 0.031142,1,-0.001284, 0.003171, 0.018140,1, 0.002116, 0.001262,-0.996027,-0.001284, 0.003172, 0.018140, 0.001375,-0.080279,-0.147519,-0.000000, 0.000001, 0.000000,1,0
1777416586556045076,1425708000000,  1425.713, 0.000045, 0.000037,-0.009960,-0.000011, 0.000036, 0.000192,-0.340081,-0.092863, 0.031389,1,-0.001315, 0.003468, 0.018652,1, 0.003371, 0.002869,-0.995999,-0.001315, 0.003469, 0.018652, 0.001659,-0.080295,-0.148080,-0.000000, 0.000001, 0.000000,1,0
1777416586575363390,1425728000000,  1425.733, 0.000055, 0.000018,-0.009961,-0.000013, 0.000033, 0.000194,-0.321890,-0.095945, 0.032116,1,-0.001354, 0.003359, 0.019047,1, 0.004849, 0.002499,-0.995939,-0.001354, 0.003360, 0.019047, 0.001926,-0.080323,-0.148584,-0.000000, 0.000001, 0.000000,1,0
1777416586595048838,1425748000000,  1425.753, 0.000056, 0.000006,-0.009960,-0.000016, 0.000032, 0.000189,-0.315831,-0.108199, 0.032918,1,-0.001555, 0.003309, 0.018978,1, 0.005302, 0.001226,-0.995864,-0.001555, 0.003310, 0.018978, 0.001493,-0.079875,-0.147944,-0.000000, 0.000001, 0.000000,1,0
